258.76691,421.94052
183.24054,209.35349
213.69920,463.05325
240.77298,400.13474
279.08322,122.78297
234.79488,318.80804
362.21173,378.59604
182.59785,418.07993
641.60309,164.61595
362.21173,378.59604
210.34039,355.86621
270.91101,462.44507
218.90141,338.30884
42.84960,399.56931
242.11349,359.41519
180.41161,460.58984
187.00211,135.37489
192.98865,317.89383
162.18974,438.36096
274.19800,377.24921
21.19806,443.40576
117.22733,428.37677
241.54559,320.16782
262.55377,438.41064
323.81412,304.31815
567.04138,120.61224
260.02887,380.70615
550.43103,459.86737
273.11633,438.84717
235.79652,336.06512
237.62817,459.27411
344.39380,405.34729
258.76691,421.94052
232.51300,418.40979
186.83472,334.57156
238.35571,323.16217
303.93649,322.59766
344.89667,369.16992
117.22733,428.37677
318.44315,203.49890
278.05411,316.65442
264.17130,421.40097
264.95917,435.43384
345.06845,308.83456
271.44690,360.18515
279.31232,311.19675
238.02292,262.06851
200.60048,219.89824
241.73254,415.12573
272.40573,459.49307
549.35413,422.20557
273.17273,357.50485
297.86273,310.08286
323.50165,320.71671
258.91968,436.77148
279.01785,126.75181
344.39380,405.34729
241.67899,335.68893
273.11633,438.84717
279.01785,126.75181
578.94568,152.75566
161.10878,379.01697
331.63538,34.41208
544.35529,421.92307
242.49304,147.58539
677.26819,190.20239
213.06300,424.22089
192.98865,317.89383
150.73903,375.38409
624.53235,211.87402
326.56064,274.19043
264.17130,421.40097
320.94290,119.13175
323.60950,410.28293
243.22923,373.39871
335.92139,446.03909
114.65625,302.81772
677.69409,293.63483
82.55684,185.92320
663.22302,327.23026
344.39380,405.34729
595.91919,166.54039
280.62970,251.78502
273.80133,418.54407
310.18787,319.96747
196.14874,267.37234
279.18591,116.42669
328.13492,306.31589
711.06995,366.37573
545.54877,459.53384
136.76497,69.66266
246.06360,324.04932
243.63821,373.00641
310.51273,207.76442
91.47870,423.03644
114.65625,302.81772
183.20230,458.40356
324.43600,417.94061
279.18591,116.42669
339.09555,123.26868
154.54019,354.54315
160.35211,354.70480
610.55225,320.50784
207.55426,68.07705
75.59797,301.21161
272.40573,459.49307
274.33444,311.14133
344.39380,405.34729
200.60048,219.89824
273.67130,337.18973
192.54791,319.66660
284.15207,313.96912
346.74545,124.14282
169.99371,282.14413
317.97754,220.29971
277.84290,325.59851
150.73903,375.38409
55.80698,312.14343
280.68011,246.79967
545.08771,400.42749
674.66614,147.23256
568.78748,191.99718
356.42542,117.57665
248.07861,319.08118
536.80933,456.80005
284.95807,108.22175
155.64819,333.67719
75.98904,465.00699
245.08710,281.50003
568.78406,172.28973
320.94290,119.13175
196.14874,267.37234
145.79099,461.02545
80.24432,251.66698
314.00378,309.17355
387.48785,170.42064
661.74786,334.48590
331.63538,34.41208
178.57964,300.72769
187.96004,301.47110
305.42130,319.77161
315.08105,103.66050
323.81412,304.31815
163.27638,337.41714
314.15570,321.95700
180.87228,258.04276
329.43637,322.48434
656.84576,452.21875
650.12274,372.82745
196.23692,321.17133
589.07672,96.13975
335.92139,446.03909
310.86642,119.28789
299.88220,307.31573
545.32373,387.93323
147.03064,439.43057
152.32176,336.35345
338.04922,139.76988
459.31381,193.01898
151.66324,315.84970
316.23050,321.14819
194.98792,272.77490
623.95728,333.59665
464.67429,25.67478
310.51273,207.76442
82.11096,380.41983
202.82176,174.67863
464.55157,187.19119
661.74786,334.48590
292.88788,325.81842
320.24796,310.45941
152.32176,336.35345
473.42468,24.56716
181.49387,262.93054
247.93088,13.52316
668.19196,350.41455
109.90707,462.93661
63.57496,463.29547
334.15442,97.30592
90.40964,209.20204
365.06171,361.47055
309.15341,312.65204
310.51273,207.76442
285.85025,241.50284
636.00562,334.06345
649.59857,412.11063
348.51599,117.27578
622.23633,323.51031
819.18970,404.07983
653.68250,441.59421
193.24757,304.45700
310.51273,207.76442
160.20108,302.29062
272.43802,421.26501
194.27911,315.71899
334.90125,312.81354
323.60950,410.28293
289.21326,100.37687
279.01785,126.75181
801.54718,428.19293
56.78268,318.22211
169.04437,299.11337
94.70848,223.00990
198.10349,262.67841
657.74207,274.88629
109.37780,80.17959
335.43356,334.20340
86.16363,309.15509
74.63151,448.09845
326.50046,319.35773
152.34731,236.66911
316.35291,331.27759
630.16962,426.24445
310.18787,319.96747
522.17548,273.93622
107.86806,264.34079
241.54559,320.16782
318.03369,115.38812
265.26385,356.79587
178.57964,300.72769
606.60822,135.93233
179.43576,284.80927
108.65239,456.00003
310.51273,207.76442
85.11916,458.21683
247.93088,13.52316
241.54559,320.16782
629.79492,150.45134
117.25105,37.55422
245.69225,68.55142
117.22733,428.37677
131.17458,183.14487
109.37780,80.17959
318.78131,95.45034
455.32184,145.55183
59.31678,329.95297
341.50684,23.49911
151.92825,321.31940
647.48138,289.19238
362.00775,420.90311
664.09100,339.57712
93.31898,316.68970
192.62505,261.33817
61.83428,445.39316
648.63489,324.61832
238.23856,260.47433
605.65607,166.35579
338.43701,116.69838
545.66406,437.39600
334.10147,407.58148
285.55652,260.90829
115.63390,211.97668
673.25275,367.43979
635.93646,450.52841
364.60968,61.64669
669.07410,367.80280
663.39447,331.17926
185.41386,279.47235
178.63673,267.67749
441.61108,89.63299
310.51273,207.76442
645.11450,147.73991
310.97983,88.61279
95.71918,358.10349
105.18017,460.06265
348.17453,106.79729
335.92139,446.03909
109.50407,323.16147
334.10147,407.58148
151.16554,351.56033
188.05920,266.32202
300.07953,104.14057
647.93665,344.70016
521.35590,162.58000
643.93567,97.23803
313.01993,35.09446
85.15129,372.17917
74.63151,448.09845
104.43708,312.59314
301.86136,119.08443
339.53055,416.55212
499.83789,191.67540
126.43279,373.25677
644.90179,110.93398
392.42789,171.17281
208.17816,124.83170
619.35596,333.78992
652.87836,264.65036
615.41254,35.79994
112.16766,80.14750
640.83258,450.67847
309.32565,137.02486
456.43692,183.32484
154.09851,94.14338
622.54572,171.44182
74.63151,448.09845
392.42487,142.72430
277.58493,316.52533
106.57013,364.58987
486.67523,85.34838
525.89600,164.53320
144.65944,101.20686
129.24223,174.54379
78.57472,74.41720
110.23575,69.16094
558.66528,155.39368
565.10925,181.94537
140.21948,85.73038
182.71794,269.50262
86.92564,349.48328
101.77161,456.12720
482.87299,142.21452
298.08182,133.32457
566.20178,186.27242
55.80698,312.14343
618.41846,126.99792
626.34332,330.92340
155.04079,306.01154
115.63390,211.97668
368.13199,340.09991
565.10925,181.94537
615.40759,166.18024
643.93567,97.23803
278.86066,474.31161
106.00262,56.54985
341.50684,23.49911
640.14056,143.26352
99.62064,88.59540
65.35274,442.56796
341.08383,395.03497
87.32804,344.18851
104.41367,266.76624
631.50311,324.36227
334.10147,407.58148
289.21326,100.37687
636.00562,334.06345
344.69315,116.64126
128.36691,149.42842
502.91156,133.96550
446.97067,71.70997
334.10147,407.58148
351.90393,120.82806
341.91281,119.23787
549.08429,166.51251
649.59857,412.11063
373.82831,118.22546
307.09824,381.53815
89.03583,303.96396
327.84003,150.80649
625.19611,342.77603
119.62991,10.99983
107.86806,264.34079
326.54639,116.28262
656.27618,283.94693
134.55559,87.04467
603.69067,146.27086
278.30765,149.34421
387.62509,162.61334
654.13995,268.96359
665.77777,381.50229
476.00653,193.85768
105.18017,460.06265
625.67096,100.17245
91.00062,97.34401
162.35883,38.31992
105.41480,193.98553
291.01520,97.63174
421.84818,80.81350
327.70816,422.70959
166.43558,140.46881
682.65497,471.40985
340.60431,177.57301
606.60822,135.93233
110.79478,296.76498
653.68250,441.59421
79.90442,448.07501
327.83435,331.48416
640.00671,326.09009
126.14459,80.68434
462.37296,187.80959
188.93829,278.73544
126.43279,373.25677
105.60138,298.14917
100.81898,64.91034
388.25299,176.67346
305.55298,423.01953
505.33493,85.29267
50.90314,308.21799
91.81470,226.55869
482.87299,142.21452
60.46906,464.57364
104.41367,266.76624
111.49509,88.16894
391.28635,138.72908
403.68777,212.99773
791.71301,452.63568
602.61584,151.25410
637.06360,154.44057
615.11310,150.58199
505.33493,85.29267
142.55858,463.03177
126.43279,373.25677
317.58862,102.00618
235.06830,500.42929
638.11823,194.52647
484.28549,225.70261
348.51599,117.27578
423.41989,152.94220
668.51947,384.88287
86.11353,91.81491
280.36243,314.03531
566.78302,177.98199
292.95230,108.43088
428.06339,83.58847
292.95230,108.43088
292.49164,416.78317
654.13995,268.96359
110.41969,129.90601
119.89889,90.79753
486.70187,191.40057
87.32804,344.18851
364.49933,457.97565
287.08353,59.62265
438.43808,83.23112
115.34653,462.39731
629.30615,103.24279
778.08710,347.95724
109.32464,93.61968
322.66129,88.63721
624.17603,151.35564
74.63151,448.09845
525.89600,164.53320
643.65411,325.58414
652.89404,339.27191
619.48694,147.89626
499.83640,97.83676
326.50046,319.35773
134.55559,87.04467
93.18394,467.73483
149.91714,371.05157
643.20050,441.98123
328.56995,101.02080
365.57828,378.43332
94.81553,97.35515
609.19397,144.08832
115.43172,65.54534
122.59245,436.10657
142.43558,457.52029
84.07809,389.71863
657.54242,462.37753
437.51108,155.70195
131.17458,183.14487
612.10065,436.59616
587.37695,301.70828
154.09851,94.14338
84.59860,80.60270
635.24738,397.72827
145.95261,315.93134
100.69756,448.16928
107.95501,460.90869
404.91400,127.95815
549.08429,166.51251
186.85281,271.81665
542.14392,123.87302
534.07349,577.38184
623.43140,318.89597
313.62024,4.47021
120.00887,69.66828
631.92371,460.20975
117.32927,345.23209
621.28955,367.64011
89.10819,94.58258
25.86585,315.51163
514.18298,139.20044
92.99677,313.58182
110.80986,448.21283
779.61835,452.80768
432.99609,154.44447
641.81635,150.93260
498.38412,88.83132
166.94968,40.23638
387.55829,159.07576
418.23849,88.65641
514.91907,123.53058
633.64801,169.31328
918.83398,375.88239
104.20184,85.52579
627.86395,139.31822
122.80573,349.14941
